Last name;First name;ID;photoURL;group;position;country;party;telephone_1;telephone_2;email_1;address_brussels;address_strassbourg;tw_link;fb_link;ig_link;web_link;yt_link;li_link;D-ZA;D-MD;SEDE;ENVI;BUDG;D-CA;DNAT;AFET;SANT;D-BR;D-UA;CULT;D-RS;FISC;HOUS;DAFR;DCAB;DPAL;QUE;DSEE;ECON;REGI;DEVE;DMAG;DAND;CPDE;DACP;DSAS;PETI;D-AL;BCPR;D-IR;DCAR;CPCO;D-US;JURI;DASE;AFCO;D-CN;DEEA;D-MK;BURO;IMCO;DMED;ID;D-BY;D-AF;TRAN;D-IL;D-RU;EUDS;D-ME;FEMM;CONT;DKOR;DLAT;LIBE;D-IN;DMER;D-UK;D-JP;DROI;DARP;D-MX;PE;PECH;AGRI;ITRE;D-IQ;DPAP;DANZ;DPAC;DMAS;DEPA;DCAM;DCAS;DSCA;EMPL;D-TR;D-CL;INTA;find_me_URL
AUBRY;Manon;197533;https://www.europarl.europa.eu/mepphoto/197533.jpg;The Left group in the European Parliament - GUE/NGL;Co-Chair;France;La France Insoumise;0032 2 28 45748;0033 3 88 1 75748;manon.aubry@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 07H357, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G01035A, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/manonaubryfr;https://www.facebook.com/ManonAubryFR;https://www.instagram.com/manonaubryfr;;https://www.youtube.com/channel/UCyX-_BipdNpdFgeZEQBNstA/featured;;;;;;;;;;;;;;;Substitute;;;;;;;Substitute;;;;;;;;;;Member;;Member;;;;;;;;;;;;197533;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;Vice-Chair;https://www.europarl.europa.eu/meps/en/197533
AUST;René;256929;https://www.europarl.europa.eu/mepphoto/256929.jpg;Europe of Sovereign Nations Group;Co-Chair;Germany;Alternative für Deutschland;0032 2 28 45257;0033 3 88 1 75257;rene.aust@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 02M003, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T06028, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/Rene_Aust?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor;https://www.facebook.com/ReneAustAfD/;https://www.instagram.com/reneaust.afd/?hl=de;https://www.reneaust.eu/;;;;;;;;;;;;;;;;Member;;;;;;;Member;;;;;;Member;;;;Member;;;;;;;;;;;;;;256929;;;;;;;;;;;Member;;;Substitute;;;;;;;;;Substitute;;;;Member;;;;;;Substitute;;;Member;https://www.europarl.europa.eu/meps/en/256929
AUŠTREVIČIUS;Petras;124766;https://www.europarl.europa.eu/mepphoto/124766.jpg;Renew Europe Group;Member of the Bureau;Lithuania;Liberalų sąjūdis;0032 2 28 45611;0033 3 88 1 75611;petras.austrevicius@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 09G202, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M02064, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/petras_petras;https://www.facebook.com/PetroAustreviciausbiuras;https://www.instagram.com/austreviciuspetras/;http://www.austrevicius.lt;https://www.youtube.com/channel/UCFIpFiRedKVccpZOXUM0PJw;;;;Member;;;;;Member;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;124766;;;;;;Substitute;;;;;;;;;;;Member;;;;;;;;;;;;Substitute;;;;;;;Substitute;https://www.europarl.europa.eu/meps/en/124766
AXINIA;Adrian-George;257117;https://www.europarl.europa.eu/mepphoto/257117.jpg;European Conservatives and Reformists Group;Member of the Bureau;Romania;Alianța pentru Unirea Românilor;0032 2 28 45269;0033 3 88 1 75269;adrian-george.axinia@europarl.europa.eu;Parlement européen, Bât. SOPHIE SCHOLL, 00U023, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M04010, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;Substitute;;Substitute;;;;;;;;;;;;;;Member;;;;;;;Substitute;;;;Substitute;;;;;;;;;;;;;;;;257117;;;Member;;;;;;;;Member;;;;;;;;;;;;;;;;;;Member;;;;;;;;https://www.europarl.europa.eu/meps/en/257117
AZMANI;Malik;197781;https://www.europarl.europa.eu/mepphoto/197781.jpg;Renew Europe Group;Member of the Bureau;Netherlands;Volkspartij voor Vrijheid en Democratie;0032 2 28 45761;0033 3 88 1 75761;malik.azmani@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 10G301, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M01084, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/MalikAzmani;https://www.facebook.com/MalikAzmaniVVD;;;;;;;;;;;;Substitute;;;;;;;;;Chair;;;;;;;Substitute;;Member;Vice-Chair;;;;;;Substitute;;;;;;;;;;;;197781;;;;;;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/197781
BAJADA;Thomas;256936;https://www.europarl.europa.eu/mepphoto/256936.jpg;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Member;Malta;Partit Laburista;0032 2 28 45274;0033 3 88 1 75274;thomas.bajada@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 15G115, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T07069, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;Member;;;;;;;;;;;;;;;;;Substitute;;;Substitute;;;;;;;;;;;;;;;;;;;;Member;256936;;;;;;;;;;;;;;;Substitute;;;;;;Member;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/256936
BALJEU;Jeannette;257003;https://www.europarl.europa.eu/mepphoto/257003.jpg;Renew Europe Group;Member;Netherlands;Volkspartij voor Vrijheid en Democratie;0032 2 28 45216;0033 3 88 1 75216;jeannettenicole.baljeu@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 10G351, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M01082, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Member;;;;Member;;257003;;;Substitute;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/257003
BALLARÍN CEREZA;Laura;247735;https://www.europarl.europa.eu/mepphoto/247735.jpg;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Member;Spain;Partido Socialista Obrero Español;0032 2 28 45563;0033 3 88 1 77563;laura.ballarincereza@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 14G108, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T07088, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/lauballarin;https://www.facebook.com/lauballarin;https://www.instagram.com/lau_ballarin/;;;https://be.linkedin.com/in/lauballarin;;;;;;;;Substitute;;;;;;;;Member;;;;;;;;;;;Member;;;;;;;;Substitute;;;;;;;;Member;;247735;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/247735
BARDELLA;Jordan;131580;https://www.europarl.europa.eu/mepphoto/131580.jpg;Patriots for Europe Group;Chair;France;Rassemblement national;0032 2 28 45680;0033 3 88 1 75680;jordan.bardella@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 06M007, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T06002, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/J_Bardella;https://www.facebook.com/JordanBardella/;https://www.instagram.com/jordanbardella/;;;;;;;;;;;Member;;;;;;;;;Member;;;;;;;Substitute;;;Member;;;;Member;;;;;;;;;;;;;;131580;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/131580
BARLEY;Katarina;197433;https://www.europarl.europa.eu/mepphoto/197433.jpg;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Member;Germany;Sozialdemokratische Partei Deutschlands;0032 2 28 45529;0033 3 88 1 75529;katarina.barley@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 12G130, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T12055, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/KATARINABARLEY;https://www.facebook.com/katarina.barley/;https://www.instagram.com/katarina.barley/;;;;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;Member;Member;;197433;;;;;;;;;;;;Substitute;;;Member;;;;;Vice-President;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/197433
BARNA;Dan;257110;https://www.europarl.europa.eu/mepphoto/257110.jpg;Renew Europe Group;Member of the Bureau;Romania;Uniunea Salvați România;0032 2 28 45217;0033 3 88 1 75217;dan.barna@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 10G202, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M02028, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;Substitute;;;;;;Member;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;Member;;;;;;;;;;257110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Member;;;;;;;Substitute;https://www.europarl.europa.eu/meps/en/257110
BARRENA ARZA;Pernando;197684;https://www.europarl.europa.eu/mepphoto/197684.jpg;The Left group in the European Parliament - GUE/NGL;Member of the Bureau;Spain;EH BILDU;0032 2 28 45580;0033 3 88 1 75580;pernando.barrena@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 08H141, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G02035A, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;https://www.instagram.com/per_barrena/;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;197684;;;;;;;;;;;Member;Member;;;Substitute;;;;Substitute;;;;;;Member;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/197684
BARTULICA;Stephen Nikola;257000;https://www.europarl.europa.eu/mepphoto/257000.jpg;European Conservatives and Reformists Group;Member of the Bureau;Croatia;Dom i nacionalno okupljanje;0032 2 28 45272;0033 3 88 1 75272;stephennikola.bartulica@europarl.europa.eu;Parlement européen, Bât. SOPHIE SCHOLL, 07U043, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T06014, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/stjepobartulica;https://www.facebook.com/stephennikolabartulica/;https://www.instagram.com/stjepobartulica/;;https://www.youtube.com/@BartulicaStjepo;https://hr.linkedin.com/in/stephennikola-bartulica;;;Substitute;;;;;;;;;Substitute;;;;;;;;Substitute;Member;;;;;;;;;;;;;;;;;;;;;;;;257000;;;;;;;;;;;Member;;;Substitute;;;;;;;Member;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/257000
BARTŮŠEK;Nikola;256852;https://www.europarl.europa.eu/mepphoto/256852.jpg;Patriots for Europe Group;Member;Czechia;Přísaha;0032 2 28 45252;0033 3 88 1 75252;nikola.bartusek@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 04M057, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G06032, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;Substitute;;;;;Substitute;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;256852;;;;;;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;Member;Member;;;https://www.europarl.europa.eu/meps/en/256852
BAUSEMER;Arno;256948;https://www.europarl.europa.eu/mepphoto/256948.jpg;Europe of Sovereign Nations Group;Member;Germany;Alternative für Deutschland;0032 2 28 45290;0033 3 881 75290;arno.bausemer@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 02M073, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. VACLAV HAVEL, V-1008, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Member;;256948;;;Substitute;;Substitute;;;;Member;;;;;;;;;;;;;Member;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/256948
BAY;Nicolas;124760;https://www.europarl.europa.eu/mepphoto/124760.jpg;European Conservatives and Reformists Group;Vice-Chair;France;Identité Libertés;0032 2 28 45848;0033 3 88 1 75848;nicolas.bay@europarl.europa.eu;Parlement européen, Bât. SOPHIE SCHOLL, 07U048, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M03106, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/NicolasBay_;https://www.facebook.com/NicolasBayFN/;;;;;;;;;;;;;;;;;;;;Vice-Chair;;;;;;;;Substitute;;;Vice-Chair;;;;;;Substitute;;;;;;;;;;;Member;124760;;;;;;;;;;;Member;Member;;;;;;;;;;;;;;;;;Substitute;Substitute;Substitute;;;;;Substitute;https://www.europarl.europa.eu/meps/en/124760
BAY;Christophe;261797;https://www.europarl.europa.eu/mepphoto/261797.jpg;Patriots for Europe Group;Member;France;Rassemblement national;0032 2 28 45729;0033 3 88 1 75729;christophe.bay@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 05M055, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G07018, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;;;;;;Substitute;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;;;261797;;;;;;;;;;;;;;;;;Substitute;;;;;;Substitute;;;;;;;;;;;Member;;Member;https://www.europarl.europa.eu/meps/en/261797
BEKE;Wouter;256887;https://www.europarl.europa.eu/mepphoto/256887.jpg;Group of the European People's Party (Christian Democrats);Member;Belgium;Christen-Democratisch & Vlaams;0032 2 28 45195;0033 3 88 1 75195;wouter.beke@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 08E246, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T11004, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/wbeke?mx=2;https://www.facebook.com/wouter.beke?locale=nl_NL;https://www.instagram.com/wouterbekecdenv/;http://www.wouterbeke.be;;;;;Member;;;;Member;Member;;;;;;;;;;;;;;;;;;Member;;;;;;;;;;;Chair;;;;;;;;256887;;;;;;;;;;;;;;;;;;;;;;Substitute;Member;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/256887
BELERIS;Fredis;256947;https://www.europarl.europa.eu/mepphoto/256947.jpg;Group of the European People's Party (Christian Democrats);Member;Greece;Nea Demokratia;0032 2 28 45203;0033 3 88 1 75203;dionysios-fredis.beleris@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 09E108, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T09016, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/fredisbeleris;;;;;;;;;;;;;;;;;;;;;;;;;Member;;Member;;;;;;;Vice-Chair;Member;;;;;;;;;;;;;;;256947;;;;;;Substitute;Member;;;;;Substitute;;;;;;;;;Substitute;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/256947
BELLAMY;François-Xavier;197534;https://www.europarl.europa.eu/mepphoto/197534.jpg;Group of the European People's Party (Christian Democrats);Vice-Chair;France;Les Républicains;0032 2 28 45367;0033 3 88 1 75367;fxbellamy@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 09E201, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T09051, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/fxbellamy;https://www.facebook.com/fx.bellamy/;https://www.instagram.com/fxbellamy/;https://www.fxbellamy.fr/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Member;;;Member;;;;;;;197534;;;;;;;;;;;;Member;;;;;;;;;;;Substitute;Member;;;;Substitute;;;;;;;;;https://www.europarl.europa.eu/meps/en/197534
BENEA;Adrian-Dragoş;197658;https://www.europarl.europa.eu/mepphoto/197658.jpg;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Member;Romania;Partidul Social Democrat;0032 2 28 45481;0033 3 88 1 75481;adrian-dragos.benea@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 13G354, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T05065, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;https://www.facebook.com/dragosbenea/;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;Chair;;;;;;;;;;;;Member;;;;;;;;;;;197658;;;;;;;;;;;Member;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/197658
BENIFEI;Brando;124867;https://www.europarl.europa.eu/mepphoto/124867.jpg;Group of the Progressive Alliance of Socialists and Democrats in the European Parliament;Member;Italy;Partito Democratico;0032 2 28 45644;0033 3 88 1 75644;brando.benifei@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 15G315, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T06141, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/brandobenifei;https://www.facebook.com/benifeibrando;https://www.instagram.com/brandobenifei;http://www.brandobenifei.it/;;;;;;;;;;;;Member;;;;;;;;;;;;;;;;Member;;;;;;;;;Chair;Substitute;;Member;;;;;Substitute;;124867;;;;;;;;;;;Substitute;;;Substitute;;;;;;;;;;;;;;;;;;;;;;Member;https://www.europarl.europa.eu/meps/en/124867
BENJUMEA BENJUMEA;Isabel;197679;https://www.europarl.europa.eu/mepphoto/197679.jpg;Group of the European People's Party (Christian Democrats);Member;Spain;Partido Popular;0032 2 28 45850;0033 3 88 1 75850;isabel.benjumea@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 10E115, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T10005, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/IsabelBenjumea;;https://www.instagram.com/ibenjumeab/;;;https://es.linkedin.com/in/isabel-benjumea-benjumea-480a2a43;;;;;Member;;;;;;;;;;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;197679;;;;;;;;;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/197679
BEŇOVÁ;Monika;23868;https://www.europarl.europa.eu/mepphoto/23868.jpg;Non-attached Members;Member;Slovakia;SMER-Sociálna demokracia;0032 2 28 45160;0033 3 88 1 75160;monika.benova@europarl.europa.eu;Parlement européen, Bât. WILLY BRANDT, 03M083, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G02041, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;https://www.facebook.com/monikabenovaep;https://www.instagram.com/monicabenova;;;;;;;Member;;;;;Member;;;;;;Substitute;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Member;23868;;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;Member;;;;;;;;;https://www.europarl.europa.eu/meps/en/23868
BENTELE;Hildegard;197408;https://www.europarl.europa.eu/mepphoto/197408.jpg;Group of the European People's Party (Christian Democrats);Member;Germany;Christlich Demokratische Union Deutschlands;0032 2 28 45234;0033 3 88 1 75234;hildegard.bentele@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 15E157, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T11054, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/hildebentele;https://www.facebook.com/hildegard.bentele.cdu/;https://www.instagram.com/hildebentele/;https://www.hildegard-bentele.eu/;https://www.youtube.com/channel/UCHb1tU63ew78ouYZnPr_U-A;https://www.linkedin.com/in/hildegardbentele/?originalSubdomain=de;;;;Substitute;;;;;;;;;;;;;;;;;;;Vice-Chair;;;;;;;;;;;;;;;;;;;;;;197408;;;;Chair;;;Substitute;;;;;;;;;;;;;;;;Member;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/197408
BERENDSEN;Tom;197778;https://www.europarl.europa.eu/mepphoto/197778.jpg;Group of the European People's Party (Christian Democrats);Member;Netherlands;Christen Democratisch Appèl;0032 2 28 45623;0033 3 88 1 75623;tom.berendsen@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 08E201, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T11013, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/tbwberendsen;https://www.facebook.com/TomBerendsenCDA;https://www.instagram.com/berendsen_tom/;http://tomberendsen.eu/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Substitute;Member;Substitute;;;;;197778;;;Member;;;;;;;;;;;;;;;;;;;;Member;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/197778
BERGER;Stefan;197410;https://www.europarl.europa.eu/mepphoto/197410.jpg;Group of the European People's Party (Christian Democrats);Member;Germany;Christlich Demokratische Union Deutschlands;0032 2 28 45427;0033 3 88 1 75427;stefan.berger@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 15E173, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T11048, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/DrStefanBerger;https://www.facebook.com/StefanBergerEU/;https://www.instagram.com/stefanberger_mdep;https://www.stefan-berger.de/;;;;;;;;;;;;;;;;Member;;;;;;;Member;;;;;;;;;;;;;;;;;;;;;;;;197410;;;;;;;;;;;;;;;;Member;;;;;;;Substitute;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/197410
BERG;Sibylle;256960;https://www.europarl.europa.eu/mepphoto/256960.jpg;Non-attached Members;Member;Germany;Die PARTEI;0032 2 28 45407;0033 3 88 1 75407;sibylle.berg@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 03F364, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. SALVADOR DE MADARIAGA, G00016, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://x.com/SibylleBerg?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor;;https://www.instagram.com/sibylle_berg/?hl=de;https://sibylleberg.com/;;;Substitute;;;;;;;;;;;Substitute;;;;;;;;;;Member;;;;;;;;;;;;;;;;;Member;;;;;;256960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/256960
BERLATO;Sergio;4746;https://www.europarl.europa.eu/mepphoto/4746.jpg;European Conservatives and Reformists Group;Member;Italy;FRATELLI D' ITALIA;0032 2 28 45355;0033 3 88 1 75355;sergio.berlato@europarl.europa.eu;Parlement européen, Bât. SOPHIE SCHOLL, 02U031, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. WINSTON CHURCHILL, M05090, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;https://twitter.com/SERGIOBERLATO;https://www.facebook.com/SergioBerlato.paginaufficiale/;https://www.instagram.com/berlatosergioantonio_/;;;;;;;Substitute;;;;;;;;;;;;Member;;;;;;;;;;;Member;;;;;;;;;;;;;;;;;;4746;;;;;;;;;;;;;;;;Substitute;;;;;;Member;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/4746
BERNHUBER;Alexander;197648;https://www.europarl.europa.eu/mepphoto/197648.jpg;Group of the European People's Party (Christian Democrats);Member;Austria;Österreichische Volkspartei;0032 2 28 45180;0033 3 88 1 75180;alexander.bernhuber@europarl.europa.eu;Parlement européen, Bât. ALTIERO SPINELLI, 08F155, 60, rue Wiertz / Wiertzstraat 60, B-1047 Bruxelles/Brussel;Parlement européen, Bât. LOUISE WEISS, T09036, 1, avenue du Président Robert Schuman, CS 91024, F-67070 Strasbourg Cedex;;https://www.facebook.com/alexbernhuber/;https://www.instagram.com/alex_bernhuber/;https://www.alex-bernhuber.at/;;;;;;Member;;;;;;;;;;;;;Substitute;;;;;;;;;;Substitute;;Member;;;;Member;;;;;;;;;;;;197648;;;;;;;;;;;;;;;;;;;;;;Substitute;;;;;;;;;;;;;;;https://www.europarl.europa.eu/meps/en/197648
